cryst_time,total_cost
2.8980734,52.77146964118525
4.0,52.296553989135006
4.953171,51.34450668393585
2.8187296,50.93264482259461
4.0,50.88130227991688
4.0,50.6805189958241
4.0,50.54597835394772
4.0,50.533987274177896
4.0,50.38737324994579
4.9010067,50.33847347505538
4.0,50.27955815200446
2.613746,50.251915805448895
2.613746,50.251915805448895
4.0,50.09321400036379
2.8064783,50.03091772788351
4.0,49.91781246411425
4.0,49.856242007892504
5.0,49.7228580912965
2.767357,49.71314715844977
4.0,49.52367692649884
3.0,49.42344737758355
4.0,49.12332600996557
4.0,49.10854526406391
3.0,49.0896066347463
3.0,49.05630384332481
3.0,48.965547057125626
5.165166,48.93337204168457
4.0,48.829856394966654
4.049741,48.76328939580919
3.0,48.67848865666667
4.0,48.675639714506126
4.0,48.59646207892342
4.7095804,48.5885713457841
5.0,48.5829391000744
4.200054,48.51629803691729
3.0,48.428710660095874
4.0,48.33521908927206
4.0,48.19308907158203
3.9084766,48.14024873037133
3.0,47.96537489340824
3.0,47.9417399508147
4.0,47.85492403384617
4.0,47.77163654903767
4.0,47.75277141302966
4.0,47.543609209175
4.0,47.5428758483006
4.0,47.54225438
5.0,47.54134088
3.0,47.45165641977371
3.621008,47.335993238970865
4.0,47.24150599210956
3.0,47.23840206497817
4.0,47.212111620023045
4.0,47.09438235844507
4.0,47.08823578406104
4.735585,46.85363567935138
4.0,46.787326024797345
4.0531507,46.78664225333334
4.2813873,46.78640812951614
3.0,46.76027812387627
3.0,46.6836008348975
5.0,46.66534747571978
4.0,46.50669792136507
4.0,46.4957243118521
3.0,46.48613144302977
4.0,46.410831190001495
3.0,46.34372570186987
2.8659043,46.3028168285119
3.0,46.18312661542136
4.774778,46.18294370541464
4.0,46.103675547814404
3.0,45.98449538581058
3.9355397,45.95885156070013
3.0,45.92772310352077
4.775179,45.61340008580576
4.0,45.51206089888228
4.0,45.3831292298495
4.0,45.38309198800745
4.0,45.382798235
5.4949265,45.11618764297405
5.0,44.95199704824128
3.7522304,44.95019605583456
5.0,44.929900732932694
3.7641096,44.66409308270661
4.0,44.661960101778206
4.0,44.4566392086175
4.0,44.33967053124482
4.484507,44.31371566736161
4.5557857,34.59627059886293
4.0,34.58773973814614
2.8920147,34.54902390264421
3.0,34.45686456601432
5.0,34.36880506697739
4.7640176,34.23364878056086
4.0,34.2263208710681
4.4931197,34.03867611263165
4.0,33.818723436658736
4.0,33.80553387932185
3.0,33.656312628143
4.0,33.6544607053262
4.0,33.58047862106817
5.4996605,33.514592836455776
4.0,33.39612723671016
4.0,33.31246243585339
3.6596825,33.184358181122775
4.0,33.16274434013868
5.0,33.146556390200985
5.0,33.12538689593323
4.0,33.0541026413258
4.0,33.0126017928448
3.0,32.92914747408443
5.0088305,32.8922511889292
4.0,32.876426296637604
5.0,32.86404571262913
4.0,32.852295789866666
4.161355,32.82047622409
4.0,32.77608795979338
4.0,32.762984864684206
5.383339,32.75192888369748
5.6562934,32.676871474781
5.0,32.59685998746346
3.0,32.589543752564786
3.3812797,32.497642854104
5.0,32.30891680788565
4.0,32.307643955565844
4.183725,32.26322729106327
4.9595695,31.89551834573317
4.9595695,31.89551834573317
5.2966714,31.88448676609343
5.2966714,31.88448676609343
4.809475,31.805249107159774
4.809475,31.805249107159774
4.7427344,31.7471905798208
4.7427344,31.7471905798208
5.0,31.6567797681516
5.0,31.6567797681516
4.0,31.61429428010271
4.0,31.61429428010271
4.0,31.549989152662132
4.0,31.549989152662132
4.7760534,31.509705240754794
4.7760534,31.509705240754794
3.1368623,31.481408124265602
3.1368623,31.481408124265602
5.5137424,31.3948805324512
5.5137424,31.3948805324512
3.0,31.2554336964365
3.0,31.2554336964365
4.9996567,30.97781816557633
4.9996567,30.97781816557633
4.0,30.882941731072467
4.0,30.882941731072467
4.8858232,30.874775269285426
4.8858232,30.874775269285426
5.0,30.78608354128325
5.0,30.78608354128325
4.0,30.44320245500285
4.0,30.44320245500285
4.6174583,30.44187128246827
4.6174583,30.44187128246827
4.0,30.387229083786668
4.0,30.387229083786668
3.0,30.307695949054555
3.0,30.307695949054555
4.0,30.172683070427
4.0,30.172683070427
4.0,30.150006828597792
4.0,30.150006828597792
4.714024,30.140908820155328
4.714024,30.140908820155328
5.0,30.127066293625955
5.0,30.127066293625955
4.0,29.975613010091838
4.0,29.975613010091838
4.0,29.966563140299
4.0,29.966563140299
3.8311722,29.96588384911475
3.8311722,29.96588384911475
4.0,29.965460682842902
4.0,29.965460682842902
4.0,29.961971100513807
4.0,29.961971100513807
4.0,29.939136344057736
4.0,29.939136344057736
3.0,29.8898764302935
3.0,29.8898764302935
3.5907295,29.796065325628668
3.5907295,29.796065325628668
4.0,29.78500803729245
4.0,29.78500803729245
3.0,29.665345845467836
3.0,29.665345845467836
5.0,29.604940944565033
5.0,29.604940944565033
5.0,29.471605435058763
5.0,29.471605435058763
4.0,29.395721466475887
4.0,29.395721466475887
4.0,29.31735743666667
4.0,29.31735743666667
4.0,29.31533039080866
4.0,29.31533039080866
4.7513857,29.173222793757002
4.7513857,29.173222793757002
4.0,29.16976156167487
4.0,29.16976156167487
5.2965817,29.15684216038179
5.2965817,29.15684216038179
4.0,29.15155730248012
4.0,29.15155730248012
5.3483863,29.144643082242354
5.3483863,29.144643082242354
4.0,28.976235967348074
4.0,28.976235967348074
4.0,28.9759777210648
4.0,28.9759777210648
2.6825056,28.96498543457053
2.6825056,28.96498543457053
2.6825056,28.96498543457053
4.0,28.962584176537213
4.0,28.962584176537213
3.3340008,28.953937755363953
3.3340008,28.953937755363953
3.0,28.944814049743105
3.0,28.944814049743105
5.0,28.924651502717463
5.0,28.924651502717463
5.0,28.688817483369597
5.0,28.688817483369597
5.0,28.639689652130034
5.0,28.639689652130034
5.0,28.623513072028405
5.0,28.623513072028405
5.0,28.584879060896622
5.0,28.584879060896622
5.0,28.493678484178737
5.0,28.493678484178737
4.0,28.343210091778687
4.0,28.343210091778687
4.0,28.322876567274143
4.0,28.322876567274143
5.0,28.272549224814632
5.0,28.272549224814632
4.0,28.170389616571278
4.0,28.170389616571278
3.0,28.088073763571334
3.0,28.088073763571334
4.0,28.01254779424953
4.0,28.01254779424953
4.7635756,27.986111529999995
4.7635756,27.986111529999995
4.921848,27.969296307242132
4.921848,27.969296307242132
4.9854198,27.840097630336622
4.9854198,27.840097630336622
4.0,27.79547671595823
4.0,27.79547671595823
3.738952,27.455990177835854
3.738952,27.455990177835854
4.0,27.45554497726494
4.0,27.45554497726494
3.0,27.311236792447808
3.0,27.311236792447808
3.0,27.165848130683404
3.0,27.165848130683404
4.8646636,27.119717333761926
4.8646636,27.119717333761926
3.0,27.024757700174852
3.0,27.024757700174852
4.0,26.780280540449
4.0,26.780280540449
3.0,26.591363140101084
3.0,26.591363140101084
4.0,26.526841612899954
4.0,26.526841612899954
4.0,26.520418660331732
4.0,26.520418660331732
5.0,26.50014786281328
5.0,26.50014786281328
4.0,26.433181733675262
4.0,26.433181733675262
4.0,26.396831660254005
4.0,26.396831660254005
4.0,26.396831660254005
2.9888499,26.169771675311605
2.9888499,26.169771675311605
2.9888499,26.169771675311605
2.9888499,26.169771675311605
2.9888499,26.169771675311605
4.0,26.169646426095202
4.0,26.169646426095202
4.0,26.169646426095202
4.0,26.169646426095202
3.0208833,26.12083166349434
3.0208833,26.12083166349434
3.0208833,26.12083166349434
3.0208833,26.12083166349434
4.551226,26.082754450059635
4.551226,26.082754450059635
4.551226,26.082754450059635
4.551226,26.082754450059635
5.479504,25.702019257565464
5.479504,25.702019257565464
5.479504,25.702019257565464
5.479504,25.702019257565464
4.0,25.679062896790562
4.0,25.679062896790562
4.0,25.679062896790562
4.0,25.679062896790562
3.0,25.551042021950003
3.0,25.551042021950003
3.0,25.551042021950003
3.0,25.551042021950003
3.0,25.551042021950003
3.0,25.38248160718243
3.0,25.38248160718243
3.0,25.38248160718243
3.0,25.38248160718243
3.0,25.38248160718243
3.0,25.382083072304976
3.0,25.382083072304976
3.0,25.382083072304976
3.0,25.382083072304976
3.0,25.382083072304976
4.0,25.36055816200718
4.0,25.36055816200718
4.0,25.36055816200718
4.0,25.36055816200718
4.0,25.36055816200718
4.0,25.347254580491736
4.0,25.347254580491736
4.0,25.347254580491736
4.0,25.347254580491736
4.0,25.347254580491736
4.0,25.344419411484264
4.0,25.344419411484264
4.0,25.344419411484264
4.0,25.344419411484264
4.0,25.344419411484264
5.0,25.25380974567862
5.0,25.25380974567862
5.0,25.25380974567862
5.0,25.25380974567862
5.0,25.25380974567862
5.0,25.185698595436968
5.0,25.185698595436968
5.0,25.185698595436968
5.0,25.185698595436968
5.0,25.185698595436968
4.244384,25.08017400431147
4.244384,25.08017400431147
4.244384,25.08017400431147
4.244384,25.08017400431147
4.244384,25.08017400431147
4.0,24.9807588563
4.0,24.9807588563
4.0,24.9807588563
4.0,24.9807588563
4.0,24.9807588563
5.0,24.98015502947045
5.0,24.98015502947045
5.0,24.98015502947045
5.0,24.98015502947045
5.0,24.98015502947045
5.0,24.9790877224643
5.0,24.9790877224643
5.0,24.9790877224643
5.0,24.9790877224643
5.0,24.9790877224643
4.0,24.97879174812725
4.0,24.97879174812725
4.0,24.97879174812725
4.0,24.97879174812725
4.0,24.97879174812725
4.0,24.9787303245983
4.0,24.9787303245983
4.0,24.9787303245983
4.0,24.9787303245983
4.0,24.9787303245983
5.0,24.801876994418766
5.0,24.801876994418766
5.0,24.801876994418766
5.0,24.801876994418766
5.0,24.801876994418766
4.878026,24.741616461624798
4.878026,24.741616461624798
4.878026,24.741616461624798
4.878026,24.741616461624798
4.878026,24.741616461624798
3.0,24.652770131193463
3.0,24.652770131193463
3.0,24.652770131193463
3.0,24.652770131193463
3.0,24.652770131193463
4.0,24.503462199200044
4.0,24.503462199200044
4.0,24.503462199200044
4.0,24.503462199200044
4.0,24.503462199200044
3.7208054,24.481828194211403
3.7208054,24.481828194211403
3.7208054,24.481828194211403
3.7208054,24.481828194211403
3.7208054,24.481828194211403
3.6240747,24.303121526759828
3.6240747,24.303121526759828
3.6240747,24.303121526759828
3.6240747,24.303121526759828
3.6240747,24.303121526759828
4.0,24.2911310733344
4.0,24.2911310733344
4.0,24.2911310733344
4.0,24.2911310733344
4.0,24.2911310733344
3.6038144,24.1990192442871
3.6038144,24.1990192442871
3.6038144,24.1990192442871
3.6038144,24.1990192442871
3.6038144,24.1990192442871
4.0,24.068357378348267
4.0,24.068357378348267
4.0,24.068357378348267
4.0,24.068357378348267
4.0,24.068357378348267
4.0,23.923708617763392
4.0,23.923708617763392
4.0,23.923708617763392
4.0,23.923708617763392
4.0,23.923708617763392
4.6766934,23.87225713570336
4.6766934,23.87225713570336
4.6766934,23.87225713570336
4.6766934,23.87225713570336
4.6766934,23.87225713570336
3.032837,23.8475133003365
3.032837,23.8475133003365
3.032837,23.8475133003365
3.032837,23.8475133003365
3.032837,23.8475133003365
4.0,23.737715429453267
4.0,23.737715429453267
4.0,23.737715429453267
4.0,23.737715429453267
4.0,23.737715429453267
3.0,23.724009504108956
3.0,23.724009504108956
3.0,23.724009504108956
3.0,23.724009504108956
3.0,23.724009504108956
4.6499214,23.648345812129666
4.6499214,23.648345812129666
4.6499214,23.648345812129666
4.6499214,23.648345812129666
4.6499214,23.648345812129666
4.0,23.404803994394403
4.0,23.404803994394403
4.0,23.404803994394403
4.0,23.404803994394403
4.0,23.404803994394403
3.0,23.404691837341826
3.0,23.404691837341826
3.0,23.404691837341826
3.0,23.404691837341826
3.0,23.404691837341826
4.0,23.2275477258089
4.0,23.2275477258089
4.0,23.2275477258089
4.0,23.2275477258089
4.0,23.2275477258089
4.0,23.1675692734624
4.0,23.1675692734624
4.0,23.1675692734624
4.0,23.1675692734624
4.0,23.1675692734624
5.475098,23.10412640941928
5.475098,23.10412640941928
5.475098,23.10412640941928
5.475098,23.10412640941928
5.475098,23.10412640941928
4.0,22.98995172893056
4.0,22.98995172893056
4.0,22.98995172893056
4.0,22.98995172893056
4.0,22.98995172893056
5.0,22.34478523132688
5.0,22.34478523132688
5.0,22.34478523132688
5.0,22.34478523132688
5.0,22.308200226062
5.0,22.308200226062
5.0,22.308200226062
5.0,22.308200226062
5.323645,22.29136274410124
5.323645,22.29136274410124
5.323645,22.29136274410124
5.323645,22.29136274410124
4.7680297,22.237278447260813
4.7680297,22.237278447260813
4.7680297,22.237278447260813
4.7680297,22.237278447260813
5.0,22.058942328635002
5.0,22.058942328635002
5.0,22.058942328635002
5.0,22.058942328635002
5.0,22.058942328635002
4.0,21.89618563203634
4.0,21.89618563203634
4.0,21.89618563203634
4.0,21.89618563203634
4.0,21.89618563203634
4.0,21.835574554266437
4.0,21.835574554266437
4.0,21.835574554266437
4.0,21.835574554266437
4.0,21.835574554266437
4.0,21.654994238822383
4.0,21.654994238822383
4.0,21.654994238822383
4.0,21.654994238822383
4.0,21.654994238822383
4.3172607,21.56993108830025
4.3172607,21.56993108830025
4.3172607,21.56993108830025
4.3172607,21.56993108830025
4.3172607,21.56993108830025
4.0,21.403327106655876
4.0,21.403327106655876
4.0,21.403327106655876
4.0,21.403327106655876
4.0,21.403327106655876
4.1921234,21.286441047099828
4.1921234,21.286441047099828
4.1921234,21.286441047099828
4.1921234,21.286441047099828
4.1921234,21.286441047099828
4.9696608,21.258651237022
4.9696608,21.258651237022
4.9696608,21.258651237022
4.9696608,21.258651237022
4.9696608,21.258651237022
3.0,21.135172068913946
3.0,21.135172068913946
3.0,21.135172068913946
3.0,21.135172068913946
3.0,21.135172068913946
3.0,20.9438873558976
3.0,20.9438873558976
3.0,20.9438873558976
3.0,20.9438873558976
3.0,20.9438873558976
3.0,20.842681007019337
3.0,20.842681007019337
3.0,20.842681007019337
3.0,20.842681007019337
3.0,20.842681007019337
3.2764506,20.762693293023208
3.2764506,20.762693293023208
3.2764506,20.762693293023208
3.2764506,20.762693293023208
3.2764506,20.762693293023208
3.2764506,20.762693293023208
4.0,20.708057051926875
4.0,20.708057051926875
4.0,20.708057051926875
4.0,20.708057051926875
4.0,20.708057051926875
4.0,20.708057051926875
3.0,20.6290887447628
3.0,20.6290887447628
3.0,20.6290887447628
3.0,20.6290887447628
3.0,20.6290887447628
3.0,20.6290887447628
6.0,20.557181480441603
6.0,20.47776168603427
6.0,20.473581961657548
4.0,20.459432767706847
4.0,20.459432767706847
4.0,20.459432767706847
4.0,20.459432767706847
4.0,20.459432767706847
4.0,20.459432767706847
6.0,20.453697788115452
3.0,20.403151592629253
3.0,20.403151592629253
3.0,20.403151592629253
3.0,20.403151592629253
3.0,20.403151592629253
3.0,20.403151592629253
3.0,20.403151592629253
6.0,20.39196471383678
5.692467,20.381019686906537
5.692467,20.381019686906537
5.692467,20.381019686906537
5.692467,20.381019686906537
5.692467,20.381019686906537
5.692467,20.381019686906537
6.0,20.364391168765884
6.0,20.308763411915496
3.0,20.29750735613739
3.0,20.29750735613739
3.0,20.29750735613739
3.0,20.29750735613739
3.0,20.29750735613739
3.0,20.29750735613739
5.941961,20.297280863556445
5.941961,20.297280863556445
5.941961,20.297280863556445
5.941961,20.297280863556445
5.941961,20.297280863556445
5.941961,20.297280863556445
4.0,20.2707537174852
4.0,20.2707537174852
4.0,20.2707537174852
4.0,20.2707537174852
4.0,20.2707537174852
4.0,20.2707537174852
6.0,20.2707318528105
3.0,20.2704783627462
3.0,20.2704783627462
3.0,20.2704783627462
3.0,20.2704783627462
3.0,20.2704783627462
3.0,20.2704783627462
3.0,20.2704783627462
4.0,20.25855602126545
4.0,20.25855602126545
4.0,20.25855602126545
4.0,20.25855602126545
4.0,20.25855602126545
4.0,20.25855602126545
4.0,20.12541890741106
4.0,20.12541890741106
4.0,20.12541890741106
4.0,20.12541890741106
4.0,20.12541890741106
6.0,20.11611294247384
4.0,20.10804790939413
