cryst_time,total_cost
20.0,24.57460106579911
8.0,32.258073053403955
72.0,28.968749278072224
16.0,30.41244041578908
8.723031,36.315337343566995
360.0,21.693236092788034
12.0,47.358535693356465
24.0,32.04028649066794
24.0,15.719628879005201
72.0,18.796584987660317
24.0,19.516977731059452
8.0,48.997072990135365
10.0,19.1627763760164
96.0,25.430510864350637
96.0,36.9278826831569
65.0,76.47822683188227
336.0,21.79158592390412
14.0,29.917095795994392
83.40537,28.1478557387231
12.0,19.819284325943364
96.0,18.65588980067705
22.0,40.616409430065204
20.0,16.1902054917983
24.0,24.74102276127704
18.0,19.4013373067744
96.0,13.7788989655916
48.0,36.24016304522369
111.70077,18.68459545089032
120.0,50.70967597760213
20.39616,20.814146731629844
168.0,56.70482971685953
48.0,30.477534201640363
120.0,13.897669313751743
12.277087,19.665798619191058
72.0,48.749880772126936
96.0,48.20894462311284
72.0,17.600474812216568
12.0,48.29909876621523
24.0,48.489957254243606
120.0,17.52262569991371
24.0,41.702801544165474
24.0,18.88491204360944
24.0,23.579455419892778
96.0,48.104458074176435
95.17447,19.66570891124374
12.0,13.90979853724525
24.0,24.0805376156494
72.0,54.55633648117054
50.57209,18.7414646656943
65.0,36.14198668020144
8.0,40.29813017204502
48.0,19.65052364633419
5.0,41.43053809335161
14.0,32.020646376243675
72.0,24.338288580105715
96.0,49.55772437244749
96.0,37.66407726274556
6.0,37.49504876411447
24.0,7.382040666576358
96.0,29.34572538257149
18.0,29.000677548791465
15.863498,19.67394346666667
20.0,6.823575478397201
168.0,45.06203422512581
22.0,16.765225224067702
14.817451,44.66146800866171
6.0,30.438110018090665
99.59982,18.578940821362764
65.0,19.420218385169843
18.0,36.343792811058506
6.0,40.37622943121056
72.8777,32.49738486896094
24.0,29.188648660371612
48.0,20.435417154216054
120.0,19.5493929515989
65.0,27.457970651128882
96.0,3.560368594146293
65.0,23.084873181902363
60.0,34.158236513350246
12.0,25.00164106087366
72.0,18.3304601527592
6.022427,38.983443677574144
120.0,19.1569026140791
16.0,28.461839410782318
24.0,39.56136175545152
8.0,32.706537575857475
15.029844,18.875100582457918
32.590298,27.132088997171316
24.0,37.761493423130545
18.368967,49.4413705015416
24.0,50.71592425753322
24.0,22.157424183976534
12.0,21.13811889100049
120.0,25.877098225785453
24.0,34.2516912122912
72.0,19.152037518348802
12.0,48.2598443620325
18.0,40.16768082153923
12.0,31.3618826831602
6.0,39.490805248999855
96.0,18.62023949511615
7.790024,48.89820765080206
144.0,32.41325934504977
72.0,26.027014184080624
72.0,48.72747524999999
120.0,10.20517630605008
16.0,38.17008838242799
120.0,18.66752923037338
96.0,24.26550388496912
24.0,26.936082050154273
22.147804,12.41859172003256
120.0,41.270686994993966
372.0,36.381618086
48.0,27.459004667638403
12.0,33.440711417323314
96.0,17.940499273959727
